File Name,Scenario Name,AR6 Category,AR6 Carbon Budget,cb,cb_parse_mode,cb_relation,cb_exclusion_reason,AR6 cross-check flag
Baker 等 - 2025 - Spikes in UK wildfire emissions driven by peatland fires in dry years.pdf,2°C global warming level,C5,1793.871566014591,1793.871566014591,field-only scalar,,,False
Anghileri 等 - 2011 - A framework for the quantitative assessment of climate change impacts on water-related activities at.pdf,A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
Araujo 等 - 2011 - Climate change threatens European conservation areas.pdf,A2,C7,102.7723603383973,102.7723603383973,field-only scalar,,,True
Araujo 等 - 2011 - Climate change threatens European conservation areas.pdf,B1,C5,652.4725285661066,652.4725285661066,field-only scalar,,,False
Araujo 等 - 2011 - Climate change threatens European conservation areas.pdf,B2,C6,835.4639342141137,835.4639342141137,field-only scalar,,,False
Sparks 等 - 2014 - Climate change may have limited effect on global risk of potato late blight.pdf,A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
"Zimmermann 等 - 2017 - Climate change impacts on crop yields, land use and environment in response to crop sowing dates and.pdf",B1,C4,652.4725285661066,652.4725285661066,field-only scalar,,,False
"Zimmermann 等 - 2017 - Climate change impacts on crop yields, land use and environment in response to crop sowing dates and.pdf",B2,C4,835.4639342141137,835.4639342141137,field-only scalar,,,False
Oh 等 - 2025 - Projection of temperature-related severe injuries under climate change a nationwide study of South.pdf,SSP2-4.5,C5,2744.812344177873,2744.812344177873,field-only scalar,,,False
Li 等 - 2024 - Distinct Ecological Habits and Habitat Responses to Future Climate Change in Two Subspecies of Ma.pdf,SSP126,C1,500,500.0,field-only scalar,,,False
"Amognehegn 等 - 2023 - Analysis of future meteorological, hydrological, and agricultural drought characterization under cli.pdf",SSP2-4.5,C5,1400 GtCO₂ from 2020,1400.0,unit-bound scalar,,,False
Liang 等 - 2019 - Carbon Cycles of Forest Ecosystems in a Typical Climate Transition Zone under Future Climate Change.pdf,RCP2.6,SSP1-2.6,~1150 Gt CO2,1150.0,unit-bound scalar,~,,False
Pogacar 等 - 2025 - Identifying the tourism sector's exposure to climate change utilizing two different climate datasets.pdf,RCP2.6,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Garner 等 - 2016 - Climate risk management requires explicit representation of societal trade-offs.pdf,REL2C,C5: limit warming to 2.5°C (>50%),1793.871566014591,1793.871566014591,field-only scalar,,,False
Monjo 等 - 2025 - High time- and spatial-resolution climate scenarios of the DISTENDER project according to statistica.pdf,SSP2-4.5,C3,2744.812344177873,2744.812344177873,field-only scalar,,,False
Ghiai和Niknia - 2025 - Energy and Sustainability Impacts of US Buildings Under Future Climate Scenarios.pdf,RCP4.5,C3 (Below 2°C),~1400 GtCO₂ from 2020,1400.0,unit-bound scalar,~,,False
Luo 等 - 2023 - Research on Climate Change in Qinghai Lake Basin Based on WRF and CMIP6.pdf,SSP1-2.6,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Luo 等 - 2023 - Research on Climate Change in Qinghai Lake Basin Based on WRF and CMIP6.pdf,SSP2-4.5,C5,2744.812344177873,2744.812344177873,field-only scalar,,,False
Kaur Brar 等 - 2021 - A Case Study of the Impact of Climate Change on Agricultural Loan Credit Risk.pdf,+0°C,C6: limit warming to 3°C (>50%),2950.633786176251,2950.633786176251,field-only scalar,,,False
Kaur Brar 等 - 2021 - A Case Study of the Impact of Climate Change on Agricultural Loan Credit Risk.pdf,+1°C,C7: limit warming to 4°C (>50%),4182.783765496274,4182.783765496274,field-only scalar,,,False
Kaur Brar 等 - 2021 - A Case Study of the Impact of Climate Change on Agricultural Loan Credit Risk.pdf,+2°C,C5: limit warming to 2.5°C (>50%),1793.871566014591,1793.871566014591,field-only scalar,,,False
Kaur Brar 等 - 2021 - A Case Study of the Impact of Climate Change on Agricultural Loan Credit Risk.pdf,+4°C,C7: limit warming to 4°C (>50%),4702.006171962675,4702.006171962675,field-only scalar,,,False
Weng 等 - 2023 - Assessing Land Use and Climate Change Impacts on Soil Erosion Caused by Water in China.pdf,RCP8.5,C8 - High GHG emissions (SSP5-8.5),Approx. 11500 GtCO₂ from 1850-2100 (for >4°C warming),,excluded,,no unambiguous carbon-budget value,False
Miller 等 - 2011 - Development of streamflow projections under changing climate conditions over Colorado River basin he.pdf,A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
Kundu 等 - 2014 - PRECIPITATION TREND ANALYSIS OVER EASTERN REGION OF INDIA USING CMIP5 BASED CLIMATIC MODELS.pdf,RCP8.5,C8 (RCP equivalent),Not reported,,excluded,,no unambiguous carbon-budget value,False
Xia 等 - 2022 - Mixed Impact of Climate Change on Cold Season Residential Electricity A Case Study of Lanzhou and L.pdf,RCP 2.6,SSP1-2.6,~900 Gt CO2,900.0,unit-bound scalar,~,,False
"Liang 等 - 2025 - Climate mitigation potential for targeted forestation after considering climate change, fires, and a.pdf",SSP1-2.6,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Holt 等 - 2018 - Climate-Driven Change in the North Atlantic and Arctic Oceans Can Greatly Reduce the Circulation of.pdf,E1,C8,298.9017422679738,298.9017422679738,field-only scalar,,,True
Holt 等 - 2018 - Climate-Driven Change in the North Atlantic and Arctic Oceans Can Greatly Reduce the Circulation of.pdf,E2,C8 (legacy RCP8.5 classification),447.7135307485477,447.7135307485477,field-only scalar,,,True
Abdelwahab 等 - 2025 - Modelling the impact of climate change on runoff and sediment yield in Mediterranean basins the Car.pdf,SSP2-4.5,C5,2744.812344177873,2744.812344177873,field-only scalar,,,False
Kalhori 等 - 2023 - Development of the Multi-Objective Invasive Weed Optimization Algorithm in the Integrated Water Reso.pdf,RCP2.6,SSP1-2.6,~1150 Gt CO2,1150.0,unit-bound scalar,~,,False
Kropf 等 - 2025 - Tropical cyclone risk for global ecosystems in a changing climate.pdf,SSP5-8.5,C7,<150 GtCO₂ remaining from 2020,150.0,unit-bound scalar,<,,True
Blagrave和Sharma - 2023 - Projecting climate change impacts on ice phenology across Midwestern and Northeastern United States.pdf,SSP126,C1,approximately 500 GtCO2,500.0,unit-bound scalar,,,False
Vorkauf 等 - 2024 - Snowmaking in a warmer climate an in-depth analysis of future water demands for the ski resort Ande.pdf,RCP8.5,C8 (RCP equivalent),Exceeded (scenario exceeds remaining carbon budget for 2°C),,excluded,,no unambiguous carbon-budget value,False
Bauerfeind和Fischer - 2014 - Simulating climate change temperature extremes but not means diminish performance in a widespread b.pdf,T2,C3: limit warming to 2°C (>67%),816.980352370339,816.980352370339,field-only scalar,,,False
Yan 等 - 2018 - Assessment of nitrogen reduction by constructed wetland based on InVEST A case study of the Jiulong.pdf,S1: Policy-based scenario based on the Plan for Land Utilization of Fujian Province (2006–2020),C3: limit warming to 2°C (>67%),893.060956844902,893.060956844902,field-only scalar,,,False
Yan 等 - 2018 - Assessment of nitrogen reduction by constructed wetland based on InVEST A case study of the Jiulong.pdf,S2: Managed scenario with constructed wetlands,C4: limit warming to 2°C (>50%),1447.733517816087,1447.733517816087,field-only scalar,,,False
Angeles 等 - 2010 - The Impacts of Climate Changes on the Renewable Energy Resources in the Caribbean Region.pdf,A2,C7,102.7723603383973,102.7723603383973,field-only scalar,,,True
Bjarnadottir 等 - 2018 - Reliability-based assessment of climatic adaptation for the increased resiliency of power distributi.pdf,LOW emission scenario with modest increase in SST,C3: limit warming to 2°C (>67%),440.0556818855494,440.0556818855494,field-only scalar,,,False
Bjarnadottir 等 - 2018 - Reliability-based assessment of climatic adaptation for the increased resiliency of power distributi.pdf,HIGH,C3: limit warming to 2°C (>67%),685.1820297843902,685.1820297843902,field-only scalar,,,False
Bjordal 等 - 2022 - Quantifying uncertainty about global and regional economic impacts of climate change.pdf,SSP1-2.6,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Ullah 等 - 2019 - Assessing climate change impacts on pearl millet under arid and semi-aridenvironments using CSM-CERE.pdf,RCP8.5,C8: Very high GHG emissions (SSP5-8.5),Exceeds budget for 2°C,,excluded,,no unambiguous carbon-budget value,False
Duquesne和Fournier - 2025 - Climate change redefines sea turtle hotspots Vessel strike risks and gaps in protected areas.pdf,SSP1-2.6,C1,~500 Gt CO2,500.0,unit-bound scalar,~,,False
Duquesne和Fournier - 2025 - Climate change redefines sea turtle hotspots Vessel strike risks and gaps in protected areas.pdf,SSP2-4.5,C3,1150,1150.0,field-only scalar,,,False
"Habeeb和Mustafa - 2025 - Deep Learning-Based Prediction of Forest Cover Change in Duhok, Iraq Past and Future.pdf",SSP1-2.6 (scenario A),C1,~500 Gt CO2,500.0,unit-bound scalar,~,,False
"Habeeb和Mustafa - 2025 - Deep Learning-Based Prediction of Forest Cover Change in Duhok, Iraq Past and Future.pdf",SSP2-4.5 (scenario B),C5,2744.812344177873,2744.812344177873,field-only scalar,,,False
Dios 等 - 2009 - A CLIMATE PROFILE INDICATOR BASED COMPARATIVE ANALYSIS OF CLIMATE CHANGE SCENARIOS WITH REGARD TO MA.pdf,Base,C7: limit warming to 4°C (>50%),2994.686676976194,2994.686676976194,field-only scalar,,,False
Zhang 等 - 2013 - Using Hydrologic Simulation to Explore the Impacts of Climate Change on Runoff in the Huaihe River B.pdf,A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
Zhang 等 - 2013 - Using Hydrologic Simulation to Explore the Impacts of Climate Change on Runoff in the Huaihe River B.pdf,B2,C5,835.4639342141137,835.4639342141137,field-only scalar,,,False
Yang 等 - 2024 - Stronger Impact of Extreme Heat Event on Vegetation Temperature Sensitivity under Future Scenarios w.pdf,SSP126,C2,~1000 Gt CO2,1000.0,unit-bound scalar,~,,False
Yang 等 - 2024 - Stronger Impact of Extreme Heat Event on Vegetation Temperature Sensitivity under Future Scenarios w.pdf,SSP245,C3,2744.812344177873,2744.812344177873,field-only scalar,,,False
Bahn - 2010 - Combining Adaptation and Mitigation A Game Theoretic Approach.pdf,BAU,C7: limit warming to 4°C (>50%),4421.106912693341,4421.106912693341,field-only scalar,,,False
Arendarczyk 等 - 2025 - Response of Global Forest Management to Changes in Wood Demand.pdf,SSP1-RCP2.6,C1,~300-500 Gt CO2 from 2020,400.0,unit-bound range midpoint,~,,False
Fierke 等 - 2024 - Assessing uncertainty in bioclimatic modelling a comparison of two high-resolution climate datasets.pdf,SSP1-2.6,C1,~500 Gt CO2 from 2020,500.0,unit-bound scalar,~,,False
Abdellatif 等 - 2015 - Quantitative assessment of sewer overflow performance with climate change in northwest England.pdf,B1,C3: limit warming to 2°C (>67%),652.4725285661066,652.4725285661066,field-only scalar,,,False
"Fileccia - 2024 - CLIMATE CHANGE, ADAPTATION AND ECONOMIC OUTCOMES EVIDENCE FROM AGRICULTURE IN INDIA.pdf",RCP4.5,C2 (Below 2°C),~1150-1350 Gt CO₂ from 2020,1250.0,unit-bound range midpoint,~,,False
Zhan 等 - 2024 - Future spatial and temporal variation of blue and green water in the Jing River Basin of central Chi.pdf,SSP1-2.6,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Cabangbang-Jaranilla 等 - 2025 - Decreasing suitable coffee cultivation areas under climate change in the Philippines.pdf,SSP126,C1,~500 Gt CO2 from 2020,500.0,unit-bound scalar,~,,False
Bellprat 等 - 2019 - Towards reliable extreme weather and climate event attribution.pdf,HadGEM3-A with anthropogenic forcings,C3,N/A (historical attribution study),,excluded,,explicitly missing/unspecified,False
"Honjo 等 - 2025 - Assessing the impact of climate and population changes on heatstroke incidence in Saitama City, Japa.pdf",SSP5-8.5,C8,1150 GtCO₂,1150.0,unit-bound scalar,,,False
"Honjo 等 - 2025 - Assessing the impact of climate and population changes on heatstroke incidence in Saitama City, Japa.pdf",SSP1-2.6,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
West 等 - 2015 - Using High-Resolution Future Climate Scenarios to Forecast Bromus tectorum Invasion in Rocky.pdf,A2 climate change scenario,C5,1793.871566014591,1793.871566014591,field-only scalar,,,False
"Gemechu 等 - 2021 - Estimation of Hydrological Components under Current and Future Climate Scenarios in Guder Catchment,.pdf",RCP8.5,SSP5-8.5,Extracted value needed,,excluded,,no unambiguous carbon-budget value,False
"Gemechu 等 - 2021 - Estimation of Hydrological Components under Current and Future Climate Scenarios in Guder Catchment,.pdf",RCP4.5,C5 (RCP equivalent),~2000 GtCO₂ (from 2020),2000.0,unit-bound scalar,~,,False
Bayatavrkeshi 等 - 2023 - Drought trends projection under future climate change scenarios for Iran region.pdf,A2,C7,102.7723603383973,102.7723603383973,field-only scalar,,,True
Bayatavrkeshi 等 - 2023 - Drought trends projection under future climate change scenarios for Iran region.pdf,B1,C5,652.4725285661066,652.4725285661066,field-only scalar,,,False
Xu 等 - 2020 - Reducing Uncertainties of Future Global Soil Carbon Responses to Climate and Land Use Change With Em.pdf,RCP2.6,C1 (Below 1.5°C with no or limited overshoot),~300-500 Gt CO2 from 2020,400.0,unit-bound range midpoint,~,,False
"Yan 等 - 2017 - Range shifts in response to climate, change of Ophiocordyceps sinensis, a fungus endemic to t.pdf",RCP2.6,C1,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Dolan 等 - 2021 - Evaluating the economic impact of water scarcity in a changing world.pdf,SSP5-8.5,C8,1150 GtCO₂ from 2020,1150.0,unit-bound scalar,,,False
Ngo 等 - 2025 - Slipped through the narrow door Effects of climate change on the distribution and conservation of a.pdf,ssp245,C3,2744.812344177873,2744.812344177873,field-only scalar,,,False
"Liersch 等 - 2024 - Climate change perceptions, expectations, observations, and projections at Lake Victoria.pdf",ssp126,C1,942.4855433794125,942.4855433794125,field-only scalar,,,False
Wang 等 - 2020 - Projected changes in fire size from daily spread potential in Canada over the 21st century.pdf,RCP2.6,C1 (Below 2°C),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Greve 等 - 2018 - Regional scaling of annual mean precipitation and water availability with global temperature change.pdf,RCP2.6,C1 (Very Low GHG Emissions),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Zhang 等 - 2014 - Effects of land useland cover and climate changes on terrestrial net primary productivity in the Ya.pdf,C1,C5: limit warming to 2.5°C (>50%),1278.930607571248,1278.930607571248,field-only scalar,,,False
Zhang 等 - 2014 - Effects of land useland cover and climate changes on terrestrial net primary productivity in the Ya.pdf,C2,C5: limit warming to 2.5°C (>50%),1265.536430416577,1265.536430416577,field-only scalar,,,False
Zhang 等 - 2014 - Effects of land useland cover and climate changes on terrestrial net primary productivity in the Ya.pdf,C3,C1: limit warming to 1.5°C (>50%) with no or limited overshoot,231.9516686594547,231.9516686594547,field-only scalar,,,False
Zhang 等 - 2014 - Effects of land useland cover and climate changes on terrestrial net primary productivity in the Ya.pdf,C4,C3: limit warming to 2°C (>67%),426.1650110213503,426.1650110213503,field-only scalar,,,False
Zhang 等 - 2014 - Effects of land useland cover and climate changes on terrestrial net primary productivity in the Ya.pdf,LC1,C5: limit warming to 2.5°C (>50%),1278.930607571248,1278.930607571248,field-only scalar,,,False
Balk 等 - 2024 - NPCC4 Concepts and tools for envisioning New York City's futures.pdf,SSP5-RCP8.5,C8,Very high (RCP8.5 equivalent),,excluded,,no unambiguous carbon-budget value,False
Bateman 等 - 2020 - North American birds require mitigation and adaptation to reduce vulnerability to climate change.pdf,1.5°C,C3,~500 Gt CO2,500.0,unit-bound scalar,~,,False
Bateman 等 - 2020 - North American birds require mitigation and adaptation to reduce vulnerability to climate change.pdf,3.0°C,C7,4701.689283291276,4701.689283291276,field-only scalar,,,False
Xu 等 - 2024 - Resilience of renewable power systems under climate risks.pdf,SSP2-4.5,C3,~1200 GtCO₂ from 2020,1200.0,unit-bound scalar,~,,False
de Condappa 等 - 2009 - A decision-support tool for water allocation in the Volta Basin.pdf,Reference,C8: exceed warming of 4°C (>=50%),6016.054280938453,6016.054280938453,field-only scalar,,,False
Gallardo 等 - 2017 - Protected areas offer refuge from invasive species spreading under climate change.pdf,RCP2.6,C1 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Miller 等 - 2025 - Statistical downscaling differences strongly alter projected climate damages.pdf,SSP2-4.5,C5,2744.812344177873,2744.812344177873,field-only scalar,,,False
Sharma 等 - 2022 - Assessment of long-term climate variability and its impact on the decadal growth of horticultural cr.pdf,RCP2.6,C1 (RCP equivalent),~500 Gt CO2,500.0,unit-bound scalar,~,,False
Sharma 等 - 2022 - Assessment of long-term climate variability and its impact on the decadal growth of horticultural cr.pdf,RCP8.5,High (RCP8.5 ⇔ SSP5-8.5),~7000 GtCO2 (2015-2100),7000.0,unit-bound scalar,~,,False
Rivera-Fernandez 等 - 2025 - Spatiotemporal Land Cover Change and Future Hydrological Impacts Under Climate Scenarios in the Amaz.pdf,SSP2–4.5,C2,~1000 GtCO2,1000.0,unit-bound scalar,~,,False
"Van Tricht和Huybrechts - 2023 - Modelling the historical and future evolution of six ice masses in the Tien Shan, Central Asia, usin.pdf",SSP1-1.9,C1,~500 Gt CO2,500.0,unit-bound scalar,~,,False
Kumar 等 - 2022 - Assessment of Climate Change Impact on Snowmelt Runoff in Himalayan Region.pdf,2°C rise in temperature,C5: limit warming to 2.5°C (>50%),1793.871566014591,1793.871566014591,field-only scalar,,,False
Kumar 等 - 2022 - Assessment of Climate Change Impact on Snowmelt Runoff in Himalayan Region.pdf,2°C rise in temperature and 20% increase in snow cover,C5: limit warming to 2.5°C (>50%),1793.871566014591,1793.871566014591,field-only scalar,,,False
Bouska 等 - 2019 - Drivers and uncertainties of forecasted range shifts for warm-water fishes under climate and land co.pdf,RCP2.6,C1 (RCP equivalent),~500 Gt CO₂ from 2020,500.0,unit-bound scalar,~,,False
Bouska 等 - 2019 - Drivers and uncertainties of forecasted range shifts for warm-water fishes under climate and land co.pdf,RCP4.5,C6/C7 (RCP equivalent),~1150 GtCO₂ from 2020 for 50% chance of 2 °C,1150.0,unit-bound scalar,~,,False
Bouska 等 - 2019 - Drivers and uncertainties of forecasted range shifts for warm-water fishes under climate and land co.pdf,RCP8.5,C8 (SSP5-8.5),Not applicable (exceeds budget),,excluded,,no unambiguous carbon-budget value,False
Sacha 等 - 2019 - Extratropical age of air trends and causative factors in climate projection simulations.pdf,REF-C2,C7: limit warming to 4°C (>50%),4631.628201551354,4631.628201551354,field-only scalar,,,False
Zhong 等 - 2023 - Maxent Modeling for Predicting the Potential Geographical Distribution of Castanopsis carlesiii.pdf,SSP126,C1,~500 GtCO₂ from 2020,500.0,unit-bound scalar,~,,False
Zhong 等 - 2023 - Maxent Modeling for Predicting the Potential Geographical Distribution of Castanopsis carlesiii.pdf,SSP585,C8,Very high emissions pathway,,excluded,,no unambiguous carbon-budget value,False
Urvois 等 - 2024 - Intraspecific niche models for the invasive ambrosia beetle Xylosandrus crassiusculus suggest.pdf,SSP1-2.6,C1,~500 Gt CO₂ (from 2020),500.0,unit-bound scalar,~,,False
Urvois 等 - 2024 - Intraspecific niche models for the invasive ambrosia beetle Xylosandrus crassiusculus suggest.pdf,SSP5-8.5,C8,Exceeded,,excluded,,no unambiguous carbon-budget value,False
Strona和Bradshaw - 2022 - Coextinctions dominate future vertebrate losses from climate and land use change.pdf,SSP4-6.0,C5,3780.382844728474,3780.382844728474,field-only scalar,,,False
Ahmed 等 - 2020 - Quantitative assessment of precipitation changes under CMIP5 RCP scenarios over the northern sub-Him.pdf,RCP2.6,Low GHG emissions (SSP1-2.6 equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Yao 等 - 2021 - Responses of Hydrological Processes under Different Shared Socioeconomic Pathway Scenarios in the Hu.pdf,SSP2-4.5,C4,2744.812344177873,2744.812344177873,field-only scalar,,,False
Zhang 等 - 2022 - Effects of climate change on the distribution of wild Akebia trifoliata.pdf,SSP1-2.6,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Zhang 等 - 2022 - Effects of climate change on the distribution of wild Akebia trifoliata.pdf,SSP2-4.5,C5,2744.812344177873,2744.812344177873,field-only scalar,,,False
Mortazavi-Naeini 等 - 2019 - Assessment of Risks to Public Water Supply From Low Flows and Harmful Water Quality in a Changing Cl.pdf,Baseline,C7: limit warming to 4°C (>50%),4067.198904304981,4067.198904304981,field-only scalar,,,False
Wang 等 - 2013 - Impact of a future H2-based road transportation sector on the composition and chemistry o.pdf,B1,C4,652.4725285661066,652.4725285661066,field-only scalar,,,False
Zhang 等 - 2025 - An Integrated Machine Learning and Remote Sensing Method for Predicting Cyanobacterial Blooms A Cas.pdf,SSP2-4.5,C3,1400 GtCO₂ from 2020,1400.0,unit-bound scalar,,,False
Billing 等 - 2024 - 'How to adapt forests'-Exploring the role of leaf trait diversity for long-term forest biomass unde.pdf,RCP2.6,C1,~300-400 Gt CO₂ from 2020,350.0,unit-bound range midpoint,~,,False
Lenderink 等 - 2007 - A study on combining global and regional climate model results for generating climate scenarios of t.pdf,G,C3: limit warming to 2°C (>67%),938.7004641166634,938.7004641166634,field-only scalar,,,False
Lenderink 等 - 2007 - A study on combining global and regional climate model results for generating climate scenarios of t.pdf,W,C3: limit warming to 2°C (>67%),835.4639342141137,835.4639342141137,field-only scalar,,,False
Lenderink 等 - 2007 - A study on combining global and regional climate model results for generating climate scenarios of t.pdf,G+,C3: limit warming to 2°C (>67%),938.7004641166634,938.7004641166634,field-only scalar,,,False
Lenderink 等 - 2007 - A study on combining global and regional climate model results for generating climate scenarios of t.pdf,W+,C3: limit warming to 2°C (>67%),835.4639342141137,835.4639342141137,field-only scalar,,,False
Cornwall 等 - 2023 - Coral adaptive capacity insufficient to halt global transition of coral reefs into net erosion under.pdf,RCP2.6,SSP1-2.6,~1150 Gt CO2,1150.0,unit-bound scalar,~,,False
Xin 等 - 2025 - Predicting the Spatiotemporal Evolution Characteristics of Future Agricultural Water Demand in the Y.pdf,RCP2.6,C1-C2 (below 2°C),~1000-1200 Gt CO2,1100.0,unit-bound range midpoint,~,,False
Zhao 等 - 2023 - Influence of Climate Warming on the Ground Surface Stability over Permafrost along the Qinghai-Tibet.pdf,RCP2.6,SSP1-2.6,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Xie 等 - 2018 - Decreases in global beer supply due to extreme drought and heat.pdf,RCP2.6,C1 (Likely below 2°C & towards 1.5°C),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Stansfield和Reed - 2023 - Global tropical cyclone precipitation scaling with sea surface temperature.pdf,AMIP Future,C8,Exceeded,,excluded,,no unambiguous carbon-budget value,False
"Amognehegn 等 - 2023 - Evaluating climate change impact on the hydrology of Kessie Watershed, Upper Blue Nile Basin, Ethiop.pdf",SSP2-4.5,C3,1150 GtCO₂ (remaining from 2020 for 50% chance of limiting warming to 2 °C),1150.0,unit-bound scalar,,,False
Marinelli 等 - 2025 - Assessing the contribution of meltwater to meet environmental flow requirements during drought event.pdf,RCP4.5,SSP2-4.5,~1400 Gt CO₂ from 2020 per AR6 median,1400.0,unit-bound scalar,~,,False
Bhatti 等 - 2019 - Climate change evidence and community level autonomous adaptation measures in a canal irrigated agri.pdf,A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
Balanza 等 - 2025 - Exploring configurations of a European energy system within the planetary boundaries.pdf,Net Zero,C7,-21.58557069936118,,excluded,,no unambiguous carbon-budget value,False
Kim 等 - 2025 - A novel approach to project future changes in meteorological factors affecting severe surface ozone.pdf,SSP1-2.6,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Chou 等 - 2021 - Assessment and Prediction of Climate Risks in Three Major Urban Agglomerations of Eastern China.pdf,SSP1-2.6,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Chou 等 - 2021 - Assessment and Prediction of Climate Risks in Three Major Urban Agglomerations of Eastern China.pdf,SSP2-4.5,C5,~1150 GtCO₂ from 2020,1150.0,unit-bound scalar,~,,False
Zheng 等 - 2024 - Carbon Peak Control Strategies and Pathway Selection in Dalian City A Hybrid Approach with STIRPAT.pdf,Baseline scenario,C7,4067.198904304981,4067.198904304981,field-only scalar,,,False
"Suh和오석근 - 2013 - Projection of Fine-Scale Climate Changes over South Korea Based on the RCP(2.6, 4.5, 6.0, 8.5) Scena.pdf",RCP2.6,C1 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Zhang和Wu - 2012 - Thermal hazards zonation and permafrost change over the Qinghai-Tibet Plateau.pdf,A2,C7,102.7723603383973,102.7723603383973,field-only scalar,,,True
Zhang和Wu - 2012 - Thermal hazards zonation and permafrost change over the Qinghai-Tibet Plateau.pdf,B1,C5,652.4725285661066,652.4725285661066,field-only scalar,,,False
Li 等 - 2024 - Assessment and Future Scenario Estimation of Climate Carrying Capacity in the Beibu Gulf Urban Agglo.pdf,SSP2-4.5,C4,1150-1350 GtCO₂ from 2020,1250.0,unit-bound range midpoint,,,False
"Supakosol和Boonrawd - 2020 - Hydrologic evaluation and effects of climate change on the Nong Han Lake Basin, northeastern Thailan.pdf",A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
"Supakosol和Boonrawd - 2020 - Hydrologic evaluation and effects of climate change on the Nong Han Lake Basin, northeastern Thailan.pdf",B2,C5,835.4639342141137,835.4639342141137,field-only scalar,,,False
Steger 等 - 2020 - Effects of projected climate change on the distribution of Mantis religiosa suggest expansion.pdf,RCP 2.6,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Jain和Mitran - 2020 - A geospatial approach to assess climate change impact on soil organic carbon in a semi-arid region.pdf,RCP 2.6,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Ying 等 - 2020 - CMIP5-Based Spatiotemporal Changes of Extreme Temperature Events during 2021-2100 in Mainland China.pdf,RCP2.6,SSP1-2.6,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Bayramoglu 等 - 2020 - Impacts of Land Use and Climate Change on Freshwater Ecosystems in France.pdf,A2,C7,102.7723603383973,102.7723603383973,field-only scalar,,,True
Bayramoglu 等 - 2020 - Impacts of Land Use and Climate Change on Freshwater Ecosystems in France.pdf,B1,C4,652.4725285661066,652.4725285661066,field-only scalar,,,False
Sushama 等 - 2006 - Canadian RCM projected climate-change signal and its sensitivity to model errors.pdf,A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
Scherrer 等 - 2008 - Distribution changes of seasonal mean temperature in observations and climate change scenarios.pdf,B1,C4,652.4725285661066,652.4725285661066,field-only scalar,,,False
Scherrer 等 - 2008 - Distribution changes of seasonal mean temperature in observations and climate change scenarios.pdf,A2,C4,102.7723603383973,102.7723603383973,field-only scalar,,,False
"Manucharyan 等 - 2025 - Assessing the Impact of Climate Change on the Habitat of the Common Vole, an Important Host of Tular.pdf",RCP8.5,C8,Not applicable – no warming limit,,excluded,,no unambiguous carbon-budget value,False
Abatzoglou 等 - 2025 - Climate change has increased the odds of extreme regional forest fire years globally.pdf,SSP2-4.5,C3,~2745 GtCO₂ (from 2020),2745.0,unit-bound scalar,~,,False
Fu 等 - 2013 - Daily rainfall projections from general circulation models with a downscaling nonhomogeneous hidden.pdf,A2,C6,102.7723603383973,102.7723603383973,field-only scalar,,,True
Fu 等 - 2013 - Daily rainfall projections from general circulation models with a downscaling nonhomogeneous hidden.pdf,B1,C4,652.4725285661066,652.4725285661066,field-only scalar,,,False
La Fuente 等 - 2024 - Increasing warm-season evaporation rates across European lakes under climate change.pdf,RCP 2.6,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
La Fuente 等 - 2024 - Increasing warm-season evaporation rates across European lakes under climate change.pdf,RCP 8.5,C8 (RCP equivalent),"Very high (e.g., >3000 GtCO2 from 2020)",3000.0,unit-bound scalar,>,,False
Wessely 等 - 2017 - Habitat-based conservation strategies cannot compensate for climate-change-induced range loss.pdf,B2,C5,835.4639342141137,835.4639342141137,field-only scalar,,,False
